"SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50%_Fem_om","Mat_slope_Fem_om","Eggs/kg_inter_Fem_om","Eggs/kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","SizeSel_1P_1_Fishery_om","SizeSel_1P_2_Fishery_om","SizeSel_1P_3_Fishery_om","SizeSel_1P_4_Fishery_om","SizeSel_1P_5_Fishery_om","SizeSel_1P_6_Fishery_om","SizeSel_2P_1_Survey_om","SizeSel_2P_2_Survey_om","SizeSel_2P_3_Survey_om","SizeSel_2P_4_Survey_om","SizeSel_2P_5_Survey_om","SizeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50%_Fem_em","Mat_slope_Fem_em","Eggs/kg_inter_Fem_em","Eggs/kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","SizeSel_1P_1_Fishery_em","SizeSel_1P_2_Fishery_em","SizeSel_1P_3_Fishery_em","SizeSel_1P_4_Fishery_em","SizeSel_1P_5_Fishery_em","SizeSel_1P_6_Fishery_em","SizeSel_2P_1_Survey_em","SizeSel_2P_2_Survey_em","SizeSel_2P_3_Survey_em","SizeSel_2P_4_Survey_em","SizeSel_2P_5_Survey_em","SizeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","A","C","D","L","E","F","I","R","species","max_grad","version","RunTime","hessian"
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1533640000,177803000,4418320000,0.334154158141556,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7787,0.65,0.4,0,0,0,0,0,-0.028626,0,52.1465,-3,5.28583,15,-999,-999,40.2957,-4,4.76157,14,-99,99,164190000,639.438,5.20455e-15,0,-13.2864,NA,NA,540.145,170.081,NA,NA,NA,NA,NA,-57.6009,0,0.0975913,0.00195183,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",58,"A30","C10","D0","L30","E0","F0","I0","R0","cos",5.81646e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1493760000,173377000,4304690000,0.329719445534986,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7526,0.65,0.4,0,0,0,0,0,-0.134332,0,51.7769,-3,5.21042,15,-999,-999,39.2851,-4,4.66376,14,-99,99,164190000,651.892,7.99368e-15,0,-16.8114,NA,NA,559.626,164.438,NA,NA,NA,NA,NA,-55.4636,0,0.10085,0.002017,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",59,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1.98699e-07,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1484400000,171681000,4275420000,0.295243508240126,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7458,0.65,0.4,0,0,0,0,0,-0.034406,0,50.1596,-3,5.02288,15,-999,-999,40.9665,-4,5.011,14,-99,99,164190000,602.361,2.03388e-14,0,-13.1101,NA,NA,489.627,181.506,NA,NA,NA,NA,NA,-55.7617,0,0.098858,0.00197716,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",60,"A30","C10","D0","L30","E0","F0","I0","R0","cos",6.21606e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1506020000,174738000,4340590000,0.321990789270583,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7609,0.65,0.4,0,0,0,0,0,0.00551692,0,50.2253,-3,4.96965,15,-999,-999,41.6368,-4,5.11071,14,-99,99,164190000,596.304,4.1638e-14,0,-14.3206,NA,NA,499.929,166.132,NA,NA,NA,NA,NA,-55.5359,0,0.0972673,0.00194535,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",61,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4.70093e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1531680000,177168000,4411960000,0.306652825501591,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7772,0.65,0.4,0,0,0,0,0,-0.0064335,0,49.6737,-3,4.9412,15,-999,-999,40.6277,-4,4.95631,14,-99,99,164190000,555.567,1.39662e-14,0,-15.5947,NA,NA,484.898,144.436,NA,NA,NA,NA,NA,-58.2743,0,0.100675,0.00201349,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",62,"A30","C10","D0","L30","E0","F0","I0","R0","cos",8.24816e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1522720000,175859000,4383790000,0.350657764172098,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7708,0.65,0.4,0,0,0,0,0,-0.122319,0,51.365,-3,5.23621,15,-999,-999,41.1273,-4,5.13631,14,-99,99,164190000,657.661,6.57319e-15,0,-13.0331,NA,NA,543.886,183.873,NA,NA,NA,NA,NA,-57.162,0,0.0958622,0.00191724,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",63,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1.93658e-06,"#V3.24O",0.35,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1487730000,172386000,4286290000,0.282454057005009,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7483,0.65,0.4,0,0,0,0,0,0.050282,0,50.9232,-3,5.10896,15,-999,-999,41.0081,-4,5.01939,14,-99,99,164190000,586.525,1.87456e-14,0,-12.2553,NA,NA,509.353,145.919,NA,NA,NA,NA,NA,-56.5915,0,0.0974291,0.00194858,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",64,"A30","C10","D0","L30","E0","F0","I0","R0","cos",8.01358e-05,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1496560000,172101000,4306140000,0.253772520168875,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7529,0.65,0.4,0,0,0,0,0,0.114131,0,48.1571,-3,4.80934,15,-999,-999,46.5781,-4,6.17902,14,-99,99,164190000,654.113,4.76709e-14,0,-14.4239,NA,NA,554.041,171.398,NA,NA,NA,NA,NA,-56.9936,0,0.0893266,0.00178653,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",65,"A30","C10","D0","L30","E0","F0","I0","R0","cos",0.0104231,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1474160000,170812000,4247450000,0.244855148383148,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7392,0.65,0.4,0,0,0,0,0,0.146729,0,50.4355,-3,5.03127,15,-999,-999,40.487,-4,4.95066,14,-99,99,164190000,644.533,5.14829e-14,0,-11.4667,NA,NA,552.799,159.788,NA,NA,NA,NA,NA,-56.69,0,0.0996367,0.00199273,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",66,"A30","C10","D0","L30","E0","F0","I0","R0","cos",0.000220037,"#V3.24O",0.35,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1480610000,171500000,4265590000,0.276883150982631,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7435,0.65,0.4,0,0,0,0,0,0.0377528,0,50.6716,-3,5.07579,15,-999,-999,40.1848,-4,4.80201,14,-99,99,164190000,649.051,1.28721e-14,0,-15.0293,NA,NA,557.328,163.029,NA,NA,NA,NA,NA,-56.3787,0,0.100291,0.00200583,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",67,"A30","C10","D0","L30","E0","F0","I0","R0","cos",6.47659e-08,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1484670000,173269000,4282800000,0.318104978051742,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7475,0.65,0.4,0,0,0,0,0,0.121513,0,52.7329,-3,5.25916,15,-999,-999,41.3012,-4,5.07335,14,-99,99,164190000,601.602,1.8695e-14,0,-19.8309,NA,NA,507.503,169.34,NA,NA,NA,NA,NA,-55.5058,0,0.0938401,0.0018768,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",68,"A30","C10","D0","L30","E0","F0","I0","R0","cos",2.19341e-06,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1536410000,177378000,4423620000,0.303622372626944,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7799,0.65,0.4,0,0,0,0,0,0.0286192,0,50.0553,-3,5.04106,15,-999,-999,43.1133,-4,5.42479,14,-99,99,164190000,595.653,8.35144e-15,0,-18.9021,NA,NA,490.689,181.008,NA,NA,NA,NA,NA,-57.2377,0,0.0935609,0.00187122,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",69,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4.42699e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1505760000,174936000,4340730000,0.27187362494327,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7609,0.65,0.4,0,0,0,0,0,0.057517,0,50.7632,-3,5.03229,15,-999,-999,45.9963,-4,5.96658,14,-99,99,164190000,604.862,2.39421e-14,0,-16.6413,NA,NA,497.912,180.373,NA,NA,NA,NA,NA,-56.8695,0,0.0862655,0.00172531,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",70,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4.95629e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1504640000,175215000,4338710000,0.352786888268633,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7605,0.65,0.4,0,0,0,0,0,-0.0570861,0,52.2832,-3,5.22926,15,-999,-999,41.8663,-4,5.24246,14,-99,99,164190000,653.127,2.42082e-14,0,-18.2663,NA,NA,531.888,195.586,NA,NA,NA,NA,NA,-56.1745,0,0.0928772,0.00185754,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",71,"A30","C10","D0","L30","E0","F0","I0","R0","cos",4.16264e-08,"#V3.24O",0.35,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1486720000,171956000,4281860000,0.287625004087009,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7473,0.65,0.4,0,0,0,0,0,0.0301719,0,50.7143,-3,5.11024,15,-999,-999,41.5967,-4,5.26912,14,-99,99,164190000,637.968,2.70691e-14,0,-17.1821,NA,NA,541.558,172.063,NA,NA,NA,NA,NA,-58.568,0,0.09578,0.0019156,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",72,"A30","C10","D0","L30","E0","F0","I0","R0","cos",7.32807e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1482070000,170648000,4265110000,0.282682041025906,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7434,0.65,0.4,0,0,0,0,0,0.0647945,0,49.2756,-3,4.96826,15,-999,-999,41.7883,-4,5.20136,14,-99,99,164190000,650.869,2.06963e-14,0,-13.5019,NA,NA,553.966,167.064,NA,NA,NA,NA,NA,-56.759,0,0.0980634,0.00196127,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",73,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1.69329e-06,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1509940000,175202000,4351890000,0.33454659929364,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7635,0.65,0.4,0,0,0,0,0,-0.0662633,0,50.3268,-3,4.98558,15,-999,-999,40.7869,-4,4.94565,14,-99,99,164190000,623.101,6.78572e-15,0,-18.3685,NA,NA,535.788,162.439,NA,NA,NA,NA,NA,-56.8585,0,0.0993113,0.00198623,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",74,"A30","C10","D0","L30","E0","F0","I0","R0","cos",6.9464e-08,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1534230000,177999000,4421680000,0.364797995332091,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7794,0.65,0.4,0,0,0,0,0,-0.0307445,0,50.5026,-3,5.01686,15,-999,-999,42.7446,-4,5.35771,14,-99,99,164190000,607.664,6.95723e-15,0,-16.106,NA,NA,509.41,170.836,NA,NA,NA,NA,NA,-56.5727,0,0.0938796,0.00187759,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",75,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1.57284e-07,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1540600000,178361000,4437840000,0.354593676202837,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7831,0.65,0.4,0,0,0,0,0,-0.0666631,0,50.8958,-3,5.12057,15,-999,-999,42.3343,-4,5.28811,14,-99,99,164190000,591.546,8.67455e-15,0,-17.3366,NA,NA,520.714,145.229,NA,NA,NA,NA,NA,-57.1564,0,0.0940018,0.00188004,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",76,"A30","C10","D0","L30","E0","F0","I0","R0","cos",3.46965e-07,"#V3.24O",0.333333333333333,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1474780000,171562000,4251490000,0.272186927406627,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7402,0.65,0.4,0,0,0,0,0,-0.0155341,0,52.6093,-3,5.29624,15,-999,-999,41.4134,-4,5.14292,14,-99,99,164190000,619.158,3.13875e-14,0,-16.7139,NA,NA,521.926,171.768,NA,NA,NA,NA,NA,-57.9186,0,0.093458,0.00186916,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",77,"A30","C10","D0","L30","E0","F0","I0","R0","cos",8.13014e-05,"#V3.24O",0.316666666666667,FALSE
1417700000,164180000,4084110000,0.349065034977021,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,50.8,-3,5.1,15,-999,-999,41.8,-4,5.2,14,-99,99,164190000,214285,9.5472e-07,0,-20.9227,NA,NA,252.551,214053,NA,NA,NA,NA,NA,0,0,0,0,0,0,1559900000,181678000,4497930000,0.377055667829424,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,38.18,-0.276,1,0,0,0,0,1,18.7965,0.65,0.4,0,0,0,0,0,-0.155286,0,52.6642,-3,5.2841,15,-999,-999,43.6226,-4,5.59233,14,-99,99,164190000,596.837,5.48945e-15,0,-13.8615,NA,NA,509.237,159.615,NA,NA,NA,NA,NA,-58.2426,0,0.0879643,0.00175929,0,0,0.6271,40.40667,99.30118,99.76163,0.86529,10,10,"A30-C10-D0-L30-E0-F0-I0-R0-cos",78,"A30","C10","D0","L30","E0","F0","I0","R0","cos",1.34544e-05,"#V3.24O",0.316666666666667,FALSE
